Row,Registration,Zipcode,Age,Partner_company,Friend_promo,Contract_period,Lifetime,Class_registration_weekly,Avg_additional_charges_total,Cancellation_freq,Exited,
10399,2050889,57328,36,0,1,6,3,1.26,143.64,0.09,0,
10400,2050910,29941,35,0,1,12,7,0.58,201.3333333,0,0,
10401,2051015,29941,43,0,0,1,8,2.16,302.22,0.19,0,
10402,2051134,33726,18,0,1,1,4,1.29,116,0.38,1,
10403,2051417,29941,37,0,1,12,9,0.54,194.3333333,0,0,
10404,2051708,29941,40,0,1,12,5,2.33,240.3333333,0,0,
10405,2052081,57328,34,0,1,12,6,1.77,106.5,0.17,0,
10406,2052265,57328,45,0,1,1,10,1.92,238.16,0.11,0,
10407,2052326,29941,40,1,1,1,2,0.64,91.29,0.2,1,
10408,2052472,29941,41,0,1,12,4,2.98,154.08,0.23,0,
10409,2052532,29941,33,0,0,12,8,2.67,103.88,0.21,0,
10410,2052628,57328,26,0,1,12,3,1.88,251.3333333,0.03,0,
10411,2052774,29941,50,0,0,1,1,1.4,110.45,0.44,1,
10412,2052786,57328,43,1,1,12,5,2.17,194,0.08,0,
10413,2052850,29941,52,0,0,6,5,1.88,71.55,0.29,1,
10414,2052883,57328,40,0,0,6,5,0.51,10.8,0.22,1,
10415,2052929,29941,35,1,0,6,12,2.97,124.32,0,0,
10416,2053024,57328,30,1,0,6,8,1.95,190.08,0.06,0,
10417,2053058,29941,48,0,0,1,4,1.59,61.2,0.27,1,
10418,2053403,29941,53,1,1,1,3,2.12,102.82,0.61,1,
10419,2053458,57328,26,0,1,6,4,1.93,191.04,0.06,0,
10420,2053500,57328,38,0,1,6,4,1.63,168.6,0.11,0,
10421,2053604,57328,44,0,1,1,3,1.88,283.3333333,0,0,
10422,2053735,29941,34,0,1,12,12,1.88,197.6666667,0.17,0,
10423,2053773,57328,46,1,0,6,8,0.2,213.3333333,0,0,
10424,2053784,57328,42,1,0,12,8,1.72,210.56,0.21,0,
10425,2054059,57328,41,1,1,12,4,1.11,164.5,0.26,1,
10426,2054073,33726,50,1,1,12,3,1.91,119.25,0.15,1,
10427,2054145,57328,33,1,0,12,3,1.23,257,0.04,0,
10428,2054366,33726,46,1,0,6,4,0.44,157,0.13,1,
10429,2054777,57328,33,0,1,12,2,1.93,143.98,0.15,0,
10430,2054850,57328,34,0,1,12,4,1.17,165.91,0,0,
10431,2054903,57328,59,1,1,1,5,1.18,124.66,0.4,1,
10432,2055283,57328,34,1,1,12,10,0,171.6,0,0,
10433,2055306,29941,29,1,0,12,9,2.68,110.46,0.19,0,
10434,2055372,57328,55,0,1,12,6,1.01,133.38,0.12,0,
10435,2055511,57328,38,1,0,12,5,0.89,236.6666667,0,0,
10436,2055580,57328,28,0,1,12,4,1.74,191.6666667,0.08,0,
10437,2055825,57328,36,0,1,6,3,1.38,153.7,0.05,0,
10438,2055880,33726,37,1,1,1,1,0.42,142.59,0.16,1,
10439,2056345,29941,27,0,1,1,4,1.08,136.74,0.03,0,
10440,2056452,29941,45,0,0,6,3,1.3,207.6666667,0.06,0,
10441,2056502,57328,36,0,1,12,7,1.21,155.1,0.07,0,
10442,2056658,29941,31,0,1,12,7,1.9,188.76,0.13,0,
10443,2056824,29941,31,1,0,12,5,0.97,194,0.01,0,
10444,2057099,57328,53,1,0,1,3,1.64,124.2,0.25,0,
10445,2057334,29941,55,0,0,12,5,0.99,114.39,0.21,1,
10446,2057835,57328,26,1,1,1,7,1.75,157.18,0.1,0,
10447,2057846,57328,40,0,1,12,3,1.69,206.3333333,0,0,
10448,2057975,33726,51,1,0,12,2,1.79,194.3333333,0.12,0,
10449,2058031,57328,37,0,1,12,5,1.66,119.48,0.12,0,
10450,2058103,29941,57,1,1,12,5,1.21,172.96,0.43,1,
10451,2058152,29941,32,1,1,1,1,1.23,29.14,0.36,1,
10452,2058278,29941,32,1,0,12,6,1.33,199,0,0,
10453,2058283,29941,28,0,0,1,4,0.64,203.49,0.23,1,
10454,2058341,57328,37,1,0,6,5,1.82,142,0.06,0,
10455,2058453,29941,22,0,1,6,4,1.03,167.94,0,0,
10456,2058548,29941,32,1,0,12,5,0.38,160.02,0,0,
10457,2058566,29941,34,1,0,12,15,0.99,124.44,0.09,0,
10458,2058581,29941,41,0,1,12,2,0.55,153.2,0.08,1,
10459,2058719,29941,37,1,0,6,9,2.45,228.8,0.19,0,
10460,2058774,57328,29,0,1,6,4,0.79,249,0,0,
10461,2058792,29941,39,0,1,1,7,2.8,256.3333333,0.36,0,
10462,2058893,29941,43,1,0,6,5,2.11,264.3333333,0.12,0,
10463,2058975,33726,45,1,1,12,4,0.43,99.45,0.12,1,
10464,2059045,29941,31,0,1,1,2,1.3,170.2,0.13,1,
10465,2059242,57328,40,0,1,1,9,0.69,185.84,0.02,0,
10466,2059338,57328,37,1,0,12,7,0.48,241.15,0,0,
10467,2059543,29941,38,1,0,1,1,0.79,70.5,0.27,1,
10468,2059591,57328,25,1,0,6,4,2.48,216,0.29,0,
10469,2059713,29941,37,0,0,1,4,1.23,111.72,0.26,1,
10470,2059726,57328,32,1,0,6,6,1,124.28,0.15,0,
10471,2059794,29941,40,0,1,6,4,1.17,232.3333333,0.06,0,
10472,2060290,29941,31,1,0,1,3,1.96,202.96,0,0,
10473,2060576,57328,37,1,0,1,9,2.81,212,0.37,0,
10474,2060588,29941,34,1,1,1,7,2.7,184.6666667,0.14,0,
10475,2060874,29941,41,0,1,1,8,1.16,224.6666667,0.07,0,
10476,2061050,29941,28,1,0,1,4,1.89,261.3333333,0.03,0,
10477,2061073,57328,23,1,0,12,7,1.67,122.76,0.14,0,
10478,2061143,57328,37,1,0,12,5,2.4,165.6666667,0.23,0,
10479,2061144,29941,38,0,1,6,6,1.18,226.6666667,0.12,0,
10480,2061207,57328,16,0,1,6,2,1.6,236.18,0.13,0,
10481,2061241,29941,52,1,1,1,4,1.3,40.29,0.15,1,
10482,2061435,29941,42,1,0,1,7,2.65,259.6666667,0.54,0,
10483,2061939,29941,32,1,0,12,2,1.56,181.89,0.1,0,
10484,2061948,29941,31,0,1,1,3,2.58,139.74,0.21,0,
10485,2062105,33726,30,0,0,6,4,0.54,150.47,0.15,1,
10486,2062257,29941,41,1,1,1,3,0.57,96,0.25,1,
10487,2062345,29941,42,1,1,1,3,0.5,60.2,0.13,1,
10488,2062405,29941,31,0,1,6,8,0.51,227,0.08,0,
10489,2062588,57328,25,1,0,1,10,2.09,169.2,0.16,0,
10490,2062613,29941,24,0,1,12,3,1.39,228.3333333,0.02,0,
10491,2062647,29941,38,1,1,1,1,0.72,204.73,0.28,1,
10492,2062658,29941,39,0,1,6,3,2,235.3333333,0.2,0,
10493,2062740,29941,45,0,0,6,2,1.83,91.54,0.47,1,
10494,2062940,29941,33,1,0,12,4,1.42,245.6666667,0.11,0,
10495,2063037,29941,32,1,0,6,2,1.14,224.6666667,0.03,0,
10496,2063289,29941,36,0,1,12,9,0.82,230.3333333,0.06,0,
10497,2063292,57328,36,0,1,12,3,1.82,212.6666667,0.09,0,
10498,2063360,29941,66,1,1,12,3,2.26,99.11,0.57,1,
10499,2063638,29941,28,1,0,12,2,1.18,239.6666667,0.13,0,
10500,2063684,57328,38,0,1,1,11,3.56,156.06,0.52,0,
10501,2063725,29941,46,1,1,1,2,1.52,32,0.25,1,
10502,2063906,57328,35,1,1,6,3,1.42,248.4,0.01,0,
10503,2064281,57328,38,0,0,6,5,1.36,163.71,0.16,0,
10504,2064319,29941,32,1,0,12,4,1.79,202.28,0.1,0,
10505,2064616,29941,35,1,1,1,5,1.14,131.4,0.34,1,
10506,2064761,29941,41,1,0,1,6,2.86,135.15,0.12,0,
10507,2064766,29941,36,0,1,12,5,0.77,161.12,0.09,0,
10508,2064909,29941,47,1,0,12,7,0.91,186.6666667,0.09,0,
10509,2065274,29941,41,1,0,1,3,3.22,120.96,0.21,0,
10510,2065303,29941,44,0,0,1,2,1.31,8.8,0,1,
10511,2065350,29941,26,0,1,1,5,2.31,276.45,0.22,0,
10512,2065412,57328,50,1,0,12,9,2.3,206.6666667,0.04,0,
10513,2065795,29941,37,1,0,6,6,2.03,225.5,0.36,0,
10514,2065960,57328,31,0,1,12,4,1.15,197.16,0,0,
10515,2066319,29941,41,1,0,6,14,1.83,89.57,0,0,
10516,2066368,57328,19,1,0,12,10,2.3,251.6666667,0.18,0,
10517,2066411,29941,38,1,1,1,2,1.47,20.25,0.28,1,
10518,2066489,57328,26,1,0,12,5,0.69,218.6666667,0,0,
10519,2066550,57328,45,0,0,12,4,1.17,209.76,0.08,0,
10520,2066614,29941,41,0,0,12,1,1.79,28.2,0.29,1,
10521,2066670,57328,42,0,1,1,5,0,165.5,0,0,
10522,2066769,29941,36,1,0,1,3,2.41,144,0.13,0,
10523,2066773,57328,32,1,0,12,6,2.42,211.14,0.22,0,
10524,2067005,29941,32,1,1,12,3,1.8,213.3333333,0,0,
10525,2067017,57328,52,0,1,6,5,2.97,200.43,0.04,0,
10526,2067083,57328,39,0,0,6,5,1.24,167.6666667,0.22,0,
10527,2067186,57328,46,1,1,12,8,2.91,246.6666667,0.52,0,
10528,2067464,57328,34,0,1,1,6,1.86,259.3333333,0.16,0,
10529,2067616,29941,30,1,1,1,1,0.84,188.24,0.19,1,
10530,2067916,57328,32,1,0,6,3,0.43,216.6666667,0,0,
10531,2068111,29941,33,1,1,1,3,1.49,164.25,0.51,1,
10532,2068272,29941,40,1,0,1,2,1.51,210.6666667,0,0,
10533,2068410,29941,37,0,0,1,5,2.93,243.3333333,0.35,0,
10534,2068440,29941,46,0,0,12,5,1.41,256.6666667,0,0,
10535,2068494,29941,56,0,0,12,2,1.18,63.84,0.16,1,
10536,2068538,29941,35,1,0,12,3,2.37,212.6666667,0.12,0,
10537,2068619,57328,27,0,1,6,2,1.12,149.24,0.1,0,
10538,2068647,57328,31,0,1,1,3,2.07,224.6666667,0,0,
10539,2068724,29941,19,1,0,1,4,2.08,216.3333333,0,0,
10540,2068738,57328,43,1,0,12,2,2.3,204.66,0.24,0,
10541,2068770,57328,35,1,0,12,4,2.69,125.61,0.07,0,
10542,2068796,29941,26,0,1,12,4,2.08,189.63,0.19,0,
10543,2068899,57328,44,1,0,1,2,1.07,84.36,0.21,1,
10544,2069128,29941,63,1,0,12,3,2.21,178.61,0.16,0,
10545,2069133,29941,36,1,0,12,2,1.98,214,0.01,0,
10546,2069456,57328,35,1,0,6,3,2.76,178.5,0.22,0,
10547,2069561,29941,39,0,1,1,5,3.15,176.44,0.41,0,
10548,2069619,57328,33,1,0,6,10,1.19,240.6666667,0,0,
10549,2069736,29941,17,0,1,12,6,1.64,194,0,0,
10550,2069910,29941,35,1,0,12,7,3.26,156.86,0.01,0,
10551,2069989,57328,25,0,1,6,6,1.17,197.3333333,0.03,0,
10552,2070124,29941,28,0,1,1,6,1.37,210.6666667,0.11,0,
10553,2070143,57328,25,0,1,12,1,2.36,246.3333333,0,0,
10554,2070299,57328,31,1,0,12,2,1.52,208.3333333,0.01,0,
10555,2070305,57328,36,0,1,1,2,1.05,84.66,0,0,
10556,2070766,57328,29,0,1,1,6,1.75,180.36,0.04,0,
10557,2070825,29941,40,1,0,6,4,3.56,265,0.38,0,
10558,2071012,57328,39,1,0,12,4,2.11,223.6,0.14,0,
10559,2071043,57328,29,0,1,12,2,1.69,184.6,0,0,
10560,2071083,29941,40,1,0,6,5,1.79,236.3333333,0,0,
10561,2071191,29941,26,0,1,1,6,2.04,241,0.03,0,
10562,2071208,57328,29,1,0,12,12,1.36,183.36,0,0,
10563,2071360,57328,24,0,0,1,5,0.89,156.6,0.03,0,
10564,2071518,29941,34,0,1,6,2,0.54,183,0,0,
10565,2071538,57328,27,0,1,6,4,1.21,168.42,0,0,
10566,2071573,29941,32,1,0,12,2,2.06,190.35,0.11,0,
10567,2071619,57328,40,0,1,12,14,3.16,219,0.09,0,
10568,2071642,29941,40,1,0,12,11,3.08,90.27,0.4,0,
10569,2071931,57328,30,0,0,6,6,0.24,161.76,0.01,0,
10570,2072115,57328,34,1,0,1,2,2.17,140.25,0.3,0,
10571,2072132,29941,35,0,0,1,3,0.66,30,0.23,1,
10572,2072304,29941,47,1,1,12,2,0.39,191.52,0.22,1,
10573,2072310,57328,45,0,0,1,6,1.3,175.78,0,0,
10574,2072329,29941,28,1,0,12,4,0.82,233.3333333,0,0,
10575,2072366,57328,33,0,0,1,10,1.9,203.6666667,0.22,0,
10576,2072402,57328,23,1,0,1,6,2.34,180.3333333,0.15,0,
10577,2072431,29941,30,1,0,12,3,0.92,209,0.01,0,
10578,2072574,29941,35,1,0,1,2,1.72,183.3333333,0.09,0,
10579,2073054,57328,26,1,0,12,2,3.33,162,0.29,0,
10580,2073191,29941,40,0,1,1,4,2.47,123.14,0.04,0,
10581,2073232,57328,29,1,0,12,1,0.91,174.6666667,0.14,0,
10582,2073368,57328,32,0,1,1,3,1.45,258,0.07,0,
10583,2073544,29941,27,1,0,12,4,2.68,188.14,0.14,0,
10584,2073694,29941,29,1,0,12,6,1.53,213.3333333,0.11,0,
10585,2073750,29941,29,0,0,1,5,2.65,132.3,0.32,0,
10586,2074365,29941,44,1,1,1,6,1.02,175.23,0.3,1,
10587,2074381,57328,29,0,1,12,4,1.1,206.6666667,0.03,0,
10588,2074742,57328,32,1,0,1,6,2.11,146.78,0.17,0,
10589,2074746,29941,27,1,0,1,4,1.1,235.3333333,0.02,0,
10590,2074854,33726,37,1,0,12,7,1.75,269.6666667,0.1,0,
10591,2075145,57328,41,0,1,6,5,1.32,235.41,0.16,0,
10592,2075165,57328,35,0,1,12,5,1.28,145.8,0,0,
10593,2075397,29941,29,1,0,6,9,0.91,238.3333333,0.05,0,
10594,2075464,29941,63,0,1,1,5,0.82,243,0.09,0,
10595,2075746,57328,40,0,0,12,6,2.71,178.5,0.01,0,
10596,2075793,57328,27,1,0,12,5,1.61,216,0.09,0,
10597,2075869,57328,44,0,1,12,9,2.56,209,0.21,0,
10598,2075882,29941,47,1,1,1,1,1.42,180.96,0.44,1,
10599,2075953,29941,33,0,1,1,3,1.04,246.4,0,0,
10600,2076011,29941,46,0,0,1,3,2.04,117.9,0.53,1,
10601,2076119,29941,32,1,0,6,6,2.42,245,0.16,0,
10602,2076215,57328,38,1,0,1,3,1.55,210.6666667,0.06,0,
10603,2076226,29941,31,0,1,6,6,1.32,124,0,0,
10604,2076357,57328,34,1,0,6,4,2.72,159.25,0.23,0,
10605,2076400,29941,61,0,1,12,1,0.94,168.96,0.14,1,
10606,2076644,29941,34,0,0,12,16,0.72,203.52,0.06,0,
10607,2076723,29941,29,0,0,12,2,2.06,151.25,0.17,0,
10608,2076799,29941,51,1,1,1,6,0.78,54.5,0.16,1,
10609,2076934,29941,31,1,0,12,3,2.19,201.24,0.32,0,
10610,2077279,57328,34,1,0,6,6,1.73,197.12,0,0,
10611,2077305,57328,30,1,0,1,6,0.37,227.3333333,0.03,0,
10612,2077567,29941,36,0,1,6,9,3.04,130.64,0.29,0,
10613,2077579,29941,49,0,0,6,3,0.16,103.17,0.09,1,
10614,2077821,57328,36,1,0,12,11,0.93,184.3333333,0.04,0,
10615,2077834,57328,50,1,1,12,3,1.21,132.75,0.27,1,
10616,2077844,57328,36,1,0,6,7,2.83,223,0.29,0,
10617,2078027,57328,54,0,1,12,2,2.01,241.3333333,0,0,
10618,2078138,57328,37,1,0,6,5,1.89,172.43,0.08,0,
10619,2078148,57328,41,0,0,12,10,2.28,165.75,0.2,0,
10620,2078370,57328,26,0,1,1,2,1.21,162.69,0.07,0,
10621,2078393,29941,28,0,1,6,8,1.3,200.22,0.18,0,
10622,2078404,29941,41,1,0,12,14,1.84,126.4,0,0,
10623,2078496,29941,40,0,1,1,8,0.35,233,0,0,
10624,2078569,57328,36,1,0,6,3,1.6,152.36,0.16,0,
10625,2078769,57328,38,0,1,12,5,1.52,202.98,0.05,0,
10626,2078804,57328,41,1,0,12,2,0.78,104.85,0,0,
10627,2078937,29941,40,0,1,12,1,1.15,273.6666667,0.01,0,
10628,2079117,57328,34,1,0,6,2,2.56,131.45,0,0,
10629,2079359,29941,48,1,1,1,6,0,60,0,1,
10630,2079402,29941,43,1,0,6,3,1.49,136.77,0.07,0,
10631,2079610,57328,26,1,0,12,4,2.2,230,0.22,0,
10632,2079631,29941,34,0,1,1,6,1.57,226.72,0.12,0,
10633,2079669,57328,36,1,0,12,2,2.03,144.06,0.06,0,
10634,2079992,57328,25,1,0,1,9,1.56,110.24,0.09,0,
10635,2080079,57328,28,0,1,6,2,2.44,280.6666667,0.36,0,
10636,2080099,57328,33,0,1,12,2,1.36,161.46,0,0,
10637,2080101,57328,65,0,0,12,5,0,9,0,1,
10638,2080278,57328,42,1,0,12,7,3.05,261.3333333,0.28,0,
10639,2080367,29941,34,0,1,12,2,1.23,174.34,0.09,0,
10640,2080386,57328,32,0,1,12,4,1.04,219.3333333,0,0,
10641,2080538,29941,38,0,0,1,2,0.76,168.01,0.31,1,
10642,2080567,29941,22,0,0,1,5,1.16,150.66,0.34,1,
10643,2080657,29941,29,0,1,12,3,2.54,175.42,0.22,0,
10644,2080717,57328,30,0,1,1,4,1.08,163.68,0.07,0,
10645,2080784,29941,45,1,0,12,7,1.07,93.5,0.13,1,
10646,2080839,57328,34,1,1,12,4,0.22,240.6666667,0,0,
10647,2080897,57328,71,0,1,1,5,2.42,235,0.03,0,
10648,2081271,29941,29,0,1,12,4,1.87,236.6666667,0.06,0,
10649,2081487,29941,50,0,0,1,6,0.65,153,0.18,1,
10650,2081622,29941,61,0,1,6,5,0.26,143.63,0,0,
10651,2081717,29941,43,1,0,12,3,0.88,240,0,0,
10652,2082014,29941,40,1,0,12,3,1.78,159.5,0.11,0,
10653,2082076,29941,51,0,0,1,2,1.03,10.08,0.17,1,
10654,2082095,57328,34,1,0,12,3,1.68,189.3333333,0.08,0,
10655,2082164,29941,29,1,0,12,4,0.7,248.6666667,0.04,0,
10656,2082205,29941,36,0,1,1,7,1.65,198.81,0,0,
10657,2082377,29941,43,0,1,12,3,2.32,218.6666667,0,0,
10658,2082690,29941,57,0,0,1,7,1.2,224.1,0.29,1,
10659,2082773,29941,70,1,0,12,6,2.34,227.6666667,0,0,
10660,2082806,29941,29,1,0,6,5,2.58,201,0.16,0,
10661,2083028,57328,40,1,0,1,5,1.71,199,0.03,0,
10662,2083032,33726,34,0,0,12,4,0,117.66,0,1,
10663,2083064,29941,34,1,0,12,2,0.04,235.3333333,0,0,
10664,2083247,57328,51,0,0,12,2,1.35,76.5,0.41,1,
10665,2083260,29941,33,1,0,6,6,1.9,197.3333333,0.12,0,
10666,2083420,57328,36,1,1,12,6,1.49,240.3333333,0.05,0,
10667,2083424,29941,47,1,1,1,2,0.31,78.81,0.1,1,
10668,2083493,57328,27,0,1,1,4,1.79,188.58,0.05,0,
10669,2083514,29941,39,1,0,1,2,2.37,188,0.17,0,
10670,2083573,57328,34,1,0,12,8,2.36,113.62,0.17,0,
10671,2083706,57328,40,0,1,12,4,0.88,144.06,0.08,0,
10672,2083810,57328,34,1,0,12,3,1.85,238.6666667,0.23,0,
10673,2083826,57328,36,1,0,12,3,0.56,261.52,0,0,
10674,2083902,29941,41,0,1,1,7,1.57,229,0.13,0,
10675,2083935,29941,28,0,1,12,6,0.65,145.22,0.02,0,
10676,2084200,29941,34,1,0,1,4,2.69,209.19,0.1,0,
10677,2084423,29941,49,0,0,1,3,0.67,126.85,0.23,1,
10678,2084488,29941,32,0,0,1,3,0.21,167.96,0.09,1,
10679,2084632,57328,43,1,0,1,4,2.43,225.04,0.18,0,
10680,2085456,29941,54,1,0,6,2,0.5,209.23,0.1,1,
10681,2085533,29941,42,1,0,6,8,2.97,240.3333333,0.14,0,
10682,2085545,29941,39,1,0,6,7,2.22,119.85,0,0,
10683,2085693,57328,39,1,0,6,3,0.92,150.67,0.14,0,
10684,2086006,57328,35,1,0,1,7,3.17,208.3333333,0.34,0,
10685,2086235,29941,66,0,1,12,8,1.18,222.3333333,0.23,0,
10686,2086374,57328,39,1,0,12,8,0.85,189.42,0.06,0,
10687,2086398,29941,44,1,0,12,4,1.22,237.3333333,0.03,0,
10688,2086655,29941,52,0,1,6,2,1.19,212,0.09,0,
10689,2086673,57328,38,1,0,6,5,1.54,173.04,0.07,0,
10690,2086820,29941,20,0,1,12,5,0.75,205,0,0,
10691,2086966,29941,43,0,1,6,5,1.16,242.6666667,0.07,0,
10692,2086973,29941,38,0,0,1,2,0.42,198,0.15,1,
10693,2087075,57328,40,1,1,6,2,1.53,154.3333333,0,0,
10694,2087354,29941,66,1,0,12,4,2.56,251,0.07,0,
10695,2087894,29941,40,1,1,6,5,0,135.6,0,1,
10696,2088126,29941,45,1,1,1,1,0.33,137,0.13,1,
10697,2088180,57328,59,1,0,1,3,0.17,129.85,0,0,
10698,2088488,29941,76,0,1,1,1,1.86,248.6666667,0.08,0,
10699,2088774,57328,49,0,1,6,2,2.21,143.64,0.14,0,
10700,2088787,33726,60,1,1,12,5,1.27,118.25,0.2,1,
10701,2088813,57328,38,0,1,6,10,0,193,0,0,
10702,2089116,29941,29,0,1,1,5,2.13,211.3333333,0.06,0,
10703,2089473,29941,27,0,1,1,4,1.61,100.5,0.14,0,
10704,2089716,29941,34,0,1,12,8,0.56,199.52,0,0,
10705,2089725,29941,38,0,1,1,3,0.89,101.64,0.01,0,
10706,2089851,57328,29,1,0,1,6,1.48,202.46,0.08,0,
10707,2089932,29941,41,1,0,6,5,0.84,214.3333333,0,0,
10708,2090022,29941,43,1,0,6,6,0.33,146.51,0.05,1,
10709,2090033,29941,24,0,0,1,5,1.67,164,0.09,0,
10710,2090240,57328,36,1,0,1,4,2.5,195.48,0,0,
10711,2090251,57328,42,1,0,1,5,0.87,198.93,0.01,0,
10712,2090493,29941,48,1,1,1,4,1.62,107.3,0.57,1,
10713,2090585,33726,40,0,0,6,4,1.01,178.77,0.11,1,
10714,2090648,29941,43,1,1,1,3,0.93,74.06,0.04,1,
10715,2090724,57328,41,1,0,12,3,2.22,195,0.04,0,
10716,2090759,57328,31,1,0,12,5,0.84,234.22,0.07,0,
10717,2090779,29941,68,0,1,12,1,2.42,174,0.19,0,
10718,2091004,29941,29,1,0,12,4,1.46,204.6666667,0.14,0,
10719,2091300,57328,31,1,0,1,3,0.69,234.6666667,0.05,0,
10720,2091336,57328,36,1,0,12,8,2.28,211.65,0.05,0,
10721,2091519,57328,27,1,0,6,4,1.68,164.68,0.26,0,
10722,2091603,33726,46,0,0,1,3,0.6,172.89,0,1,
10723,2091729,57328,42,0,1,1,8,1.96,115.56,0.27,0,
10724,2092122,29941,31,0,1,1,8,1.61,202.05,0.2,0,
10725,2092149,29941,60,0,0,12,3,1.3,159.08,0.45,1,
10726,2092274,29941,37,1,1,6,3,1.67,169,0.1,0,
10727,2092353,57328,70,1,0,12,7,1.87,244.4,0.14,0,
10728,2092472,29941,39,0,1,1,1,1.5,235.47,0.37,1,
10729,2092493,29941,40,1,1,1,4,0.26,11.04,0.05,1,
10730,2092544,29941,27,1,0,1,8,1.23,225.16,0,0,
10731,2092647,57328,43,1,0,1,13,0.92,281.6666667,0.03,0,
10732,2092648,29941,48,1,1,1,8,1.41,51.84,0.11,1,
10733,2092752,57328,39,0,1,1,7,2.87,200.7,0.18,0,
10734,2092815,29941,26,1,0,1,2,1.95,229.6666667,0.09,0,
10735,2093270,29941,48,1,0,12,3,2.21,197.6666667,0.23,0,
10736,2093271,29941,49,0,0,12,5,1.6,211.14,0.38,1,
10737,2093387,29941,44,0,0,1,3,0.55,67.83,0.07,1,
10738,2093504,57328,45,1,0,6,4,1.88,133.11,0,0,
10739,2093616,29941,69,1,0,1,2,2.05,212.6666667,0.18,0,
10740,2093938,57328,21,0,1,6,8,1.28,160.6,0.11,0,
10741,2093946,29941,63,1,1,6,1,0.57,149,0.13,1,
10742,2093958,57328,40,1,0,12,7,2.18,164.64,0.27,0,
10743,2094033,29941,53,1,1,12,1,1.44,64.35,0.08,1,
10744,2094070,57328,28,0,1,1,4,0.48,173.28,0.02,0,
10745,2094133,57328,37,1,0,12,2,2.31,131.66,0.09,0,
10746,2094301,29941,28,0,1,6,8,1.53,215,0.14,0,
10747,2094541,33726,50,0,0,6,2,0.8,80.08,0.12,1,
10748,2094770,29941,34,1,1,1,3,0.77,170.52,0.31,1,
10749,2094789,29941,33,0,0,1,2,0.21,102.48,0.1,1,
10750,2094846,29941,61,0,1,12,10,2.4,84.5,0.09,0,
10751,2094929,57328,38,0,1,12,2,1.51,165.55,0.12,0,
10752,2094955,29941,40,0,0,1,3,1.26,118.8,0.38,1,
10753,2095141,57328,42,0,1,1,5,0.58,218.6666667,0,0,
10754,2095144,57328,26,0,1,1,7,2.81,206.96,0.26,0,
10755,2095167,57328,33,0,1,12,2,0.79,125.02,0.02,0,
10756,2095261,57328,32,1,0,12,10,0.57,193,0,0,
10757,2095297,57328,43,0,1,12,1,2.51,187,0.24,0,
10758,2095412,29941,46,0,0,12,4,0.24,99.64,0.06,1,
10759,2095502,57328,29,0,1,12,5,2.08,236.6666667,0,0,
10760,2095736,29941,40,1,0,12,11,1.72,257.6666667,0.02,0,
10761,2095826,57328,28,0,1,1,8,0.43,158,0,0,
10762,2096163,57328,31,1,0,6,3,1.42,224.3333333,0.14,0,
10763,2096334,29941,37,0,0,1,3,1.87,132.79,0.6,1,
10764,2096437,65232,50,1,1,1,3,1.16,84.96,0.05,1,
10765,2096462,29941,40,0,1,12,9,1.55,195,0.11,0,
10766,2096583,33726,29,0,0,12,3,1.75,153.45,0.53,1,
10767,2096599,29941,42,1,1,1,3,2.62,193.17,0,0,
10768,2096675,29941,32,1,0,12,9,0.46,122.85,0,0,
10769,2096678,57328,30,0,1,12,4,2.04,142.65,0.08,0,
10770,2096692,57328,29,1,0,12,8,2.27,46.2,0.3,0,
10771,2096813,57328,29,0,1,1,4,1.48,217.6666667,0.01,0,
10772,2097312,29941,43,1,0,6,3,2.39,199.64,0.08,0,
10773,2097462,29941,50,1,1,12,7,1.15,130.38,0.41,1,
10774,2097504,29941,25,1,0,12,4,1.31,202.72,0.07,0,
10775,2097559,57328,30,1,0,12,4,1.41,180.9,0.16,0,
10776,2097595,29941,41,0,1,12,2,2.02,203.3333333,0.21,0,
10777,2097687,29941,34,0,1,6,8,2.84,184.6666667,0.25,0,
10778,2097702,29941,24,1,0,1,6,1.97,192,0.12,0,
10779,2097834,57328,61,0,1,12,6,1.59,220,0.03,0,
10780,2097875,57328,44,1,0,12,4,1.55,123.75,0.05,0,
10781,2098313,29941,32,0,1,6,11,2.09,220.6666667,0.04,0,
10782,2098434,57328,28,1,1,1,7,1.09,179.4,0.35,1,
10783,2098449,57328,35,0,1,12,3,2.9,116.38,0.23,0,
10784,2098509,29941,31,0,1,1,6,0,193.8,0,0,
10785,2098624,57328,34,0,1,6,4,0.37,206,0,0,
10786,2098668,29941,22,1,1,1,3,1.43,185.13,0.38,1,
10787,2098826,33726,69,1,0,1,2,0.42,180,0.15,1,
10788,2098847,29941,55,1,0,12,3,1.6,122.64,0.27,0,
10789,2098935,29941,33,1,0,6,2,1.48,203.49,0.09,0,
10790,2099140,57328,30,1,0,12,4,3.28,260.6666667,0,0,
10791,2099320,57328,34,1,0,12,4,1.45,185.6666667,0.01,0,
10792,2099666,57328,33,0,1,6,4,2.37,218.89,0,0,
10793,2099806,29941,29,1,1,1,2,0.39,192.39,0.1,1,
10794,2099955,29941,26,0,1,12,6,1.24,150.72,0.07,0,
10795,2100085,29941,23,1,0,1,8,0.88,239,0.09,0,
10796,2100126,29941,33,0,0,1,3,1.24,154.56,0.29,1,
10797,2100247,57328,36,0,1,12,3,2.05,210.6666667,0,0,
10798,2100279,57328,39,0,1,12,9,2.04,236.3333333,0.01,0,
